"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","29/1320","184/18805",0.157608695652174,2.24532691040843,4.66412362291322,3.37272326460891e-05,0.000828967619064213,0.000590220450709374,"ACACB/LEP/ADIPOQ/SORBS1/GPD1/INPP5K/IRS2/PHLDA2/FOXO1/C1QTNF1/IGF1/LEPR/NR3C1/RGN/CLK2/IER3/PMAIP1/P2RY1/APP/RANBP2/TFF3/KAT2B/ZBTB20/CRY1/ZBTB7A/IGFBP3/TCF7L2/PTPN2/EPM2AIP1",29
"GO:0043116","GO:0043116","negative regulation of vascular permeability","8/1320","20/18805",0.4,5.69848484848485,5.77625686082634,3.38702649506065e-05,0.000828967619064213,0.000590220450709374,"AKAP12/FERMT2/PDE2A/ANGPT1/ADM/CLDN5/DDAH1/ARHGAP35",8
"GO:0046782","GO:0046782","regulation of viral transcription","8/1320","20/18805",0.4,5.69848484848485,5.77625686082634,3.38702649506065e-05,0.000828967619064213,0.000590220450709374,"MDFIC/TRIM27/TRIM8/DHX9/SP100/TRIM14/ZFP36/TRIM31",8
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","38/1320","271/18805",0.140221402214022,1.99762383987476,4.54512836705146,3.42991700424147e-05,0.000833397345809615,0.000593374392137318,"FHL1/RGCC/CDKN2C/KLF4/EZH2/RRM2/ANXA1/STIL/KANK2/PTEN/EGFR/CDK1/SMARCA4/PSME2/CCNA2/E2F3/CCNH/ADAMTS1/DDR2/PLK2/ATP2B4/SMARCC1/BCL2/CDC34/TCIM/JADE1/CDK4/MLF1/WEE1/CCNE2/CDC7/CDKN3/DBF4/KLF11/ID2/FAM107A/INHBA/ADAM17",38
"GO:0060485","GO:0060485","mesenchyme development","45/1320","342/18805",0.131578947368421,1.87450159489633,4.48437365604487,3.43652082949566e-05,0.000833397345809615,0.000593374392137318,"RGCC/FERMT2/QKI/TGFBR3/SEMA3G/GATA3/EDNRB/ADAMTS5/EZH2/SOX4/PHLDB1/MSX1/SOX9/TMEM100/IGF1/PTEN/SLC39A6/MEOX1/ZFPM2/FN1/TGFBR2/DAB2/DLG5/TWIST1/BCL2/S100A4/HNRNPAB/MDK/CITED2/RTN4/FOXA1/SMAD7/COL1A1/CTNNB1/SPRY1/SEMA3B/EPHA3/TCF7L2/NCAM1/FGFR1/RET/BNC2/STAT1/BMP2/ROCK2",45
"GO:0031099","GO:0031099","regeneration","31/1320","203/18805",0.152709359605911,2.17552992984027,4.6268045982909,3.44804738781317e-05,0.000833397345809615,0.000593374392137318,"TGFBR3/CD9/ADM/KLF4/EZH2/ANXA1/PCNA/IGF1/EGFR/CDK1/RGN/CCNA2/AURKA/POSTN/GPX1/CD81/CEBPB/NACA/PUM2/BCL2/MDK/RUNX1/NR0B2/MATN2/APOD/LAMB2/FZD7/SRSF1/LPIN1/SPP1/NREP",31
"GO:0071897","GO:0071897","DNA biosynthetic process","28/1320","175/18805",0.16,2.27939393939394,4.67192814381523,3.46639045347395e-05,0.000834368776507675,0.00059406604552794,"ADIPOQ/RGCC/TK2/PCNA/FGF2/NEK7/RGN/DKC1/CCNA2/CCT2/CCT6A/HNRNPD/DTL/NHP2/HNRNPA1/GCH1/CCT3/REV3L/PCLAF/CENPF/DACH1/CTNNB1/JADE1/RFC4/LIG3/HNRNPC/KCNK2/CCT5",28
"GO:0031960","GO:0031960","response to corticosteroid","26/1320","157/18805",0.165605095541401,2.3592453194364,4.6990580558329,3.56759379001335e-05,0.000850368828177808,0.000605457995576339,"ADIPOQ/PCK1/AKR1C3/GHR/SDC1/FOSB/ADM/CDO1/ASS1/SERPINF1/SLIT3/ANXA1/PCNA/EGFR/NR3C1/ALAD/FOS/BCL2/AQP1/SCNN1A/CBX3/KLF9/ZFP36/IL22/FAM107A/INHBA",26
"GO:0038063","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","14/1320","58/18805",0.241379310344828,3.4387408568443,5.11084876332404,3.57537227076622e-05,0.000850368828177808,0.000605457995576339,"DDR1/COL4A1/EGFR/TEK/COL4A2/NTRK2/DDR2/FLT1/TYRO3/COL1A1/EPHA3/FGFR1/RET/EPHB1",14
"GO:0034504","GO:0034504","protein localization to nucleus","43/1320","322/18805",0.133540372670807,1.90244447581404,4.4878823509223,3.57665859061911e-05,0.000850368828177808,0.000605457995576339,"LEP/CD36/FERMT2/ANGPT1/CDH1/LIMK2/MSX1/SOX9/NPM1/CDK1/XBP1/ZBTB16/MDFIC/TXNIP/DKC1/CSE1L/CCT2/E2F3/CCT6A/TRIM8/LMNA/CCT3/PPP3CB/SUN2/RAN/JAK1/APP/PKIG/COL1A1/RANBP2/APOD/FYN/TXN/EIF2AK3/CHP1/SP100/PIK3R1/ECT2/ZBTB7A/TCF7L2/SYNE1/HYAL2/CCT5",43
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","36/1320","252/18805",0.142857142857143,2.03517316017316,4.54553985291232,3.66597063585264e-05,0.000862216082667111,0.000613893176545456,"CAV2/PPARG/FERMT2/CDKN1C/TGFBR3/CIDEA/SLC2A10/PTPRK/JUN/XBP1/HIPK2/FMOD/CDH5/FOS/TGFBR2/DAB2/SMAD6/CLDN5/CITED2/SMAD7/MAP3K7/ZEB1/SINHCAF/SPRY1/ZEB2/COL1A2/ZBTB7A/PBLD/DKK3/BMP2/TSKU/ADAM17/ID1/HSPA5/SMAD5/NREP",36
"GO:0001823","GO:0001823","mesonephros development","20/1320","105/18805",0.19047619047619,2.71356421356421,4.83786225104794,3.66648572065002e-05,0.000862216082667111,0.000613893176545456,"EPCAM/TACSTD2/CAT/SDC1/GATA3/SDC4/SOX9/FGF2/ZBTB16/GPC3/SMAD6/BCL2/SMAD7/CTNNB1/SPRY1/CALB1/FGFR1/RET/BMP2/SMAD5",20
"GO:0032835","GO:0032835","glomerulus development","16/1320","73/18805",0.219178082191781,3.12245745122457,4.99214989171264,3.67089422320075e-05,0.000862216082667111,0.000613893176545456,"ADIPOQ/CD24/ANGPT1/EDNRB/TEK/IL6R/BCL2/PROM1/AQP1/PECAM1/NID1/LAMB2/EGR1/RET/ITGB3/PTPRO",16
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","22/1320","122/18805",0.180327868852459,2.56898907103825,4.77700609550465,3.70312478830776e-05,0.000863152827615794,0.000614560133870563,"ITGB1BP1/DDR1/ADGRA2/ANXA1/VEGFD/EGFR/TEK/XBP1/IL12A/NTRK2/DDR2/ATP2B4/FLT1/DCN/TYRO3/JCAD/EPHA3/FGFR1/RET/HRG/EPHB1/GAS1",22
"GO:0001649","GO:0001649","osteoblast differentiation","37/1320","262/18805",0.141221374045802,2.01186965070553,4.53173478416806,3.70451857345834e-05,0.000863152827615794,0.000614560133870563,"PPARG/FERMT2/CAT/CEBPA/TMT1A/SOX9/IGF1/PTEN/FGF2/CRIM1/RRAS2/IL6R/LTF/TWIST1/DDR2/CEBPB/FHL2/SMAD6/DHX9/FZD1/SUCO/COL1A1/CTNNB1/TPM4/GLI2/MAPK11/GTPBP4/HSPE1/IGFBP3/TOB1/IL6ST/HNRNPC/H3-3B/JUNB/BMP2/SPP1/SMAD5",37
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","19/1320","97/18805",0.195876288659794,2.7904951577632,4.85763194470786,3.80573489236036e-05,0.000883203416254943,0.000628836044281812,"SORBS1/PCK1/QKI/ADM/GNAI1/XBP1/ABHD6/RGN/DAB2/SREBF2/CREBL2/ACSL3/ADGRF5/NR1H3/ELOVL5/CHP1/KAT2B/ZBTB20/ABCD2",19
"GO:0016101","GO:0016101","diterpenoid metabolic process","18/1320","89/18805",0.202247191011236,2.88125638406537,4.88782603501912,3.86949126846676e-05,0.000894435977730907,0.000636833567157854,"RBP4/AKR1C1/RARRES2/ADH1B/AKR1C3/RETSAT/DHRS3/ADH1C/ALDH3A2/EGFR/RDH11/ALDH1A1/DGAT1/LIPE/ADH5/RDH5/PNPLA2/CYP3A4",18
"GO:0071404","GO:0071404","cellular response to low-density lipoprotein particle stimulus","11/1320","38/18805",0.289473684210526,4.12390350877193,5.29628382617624,4.018327117435e-05,0.000921583989390252,0.000656162804282375,"LPL/CD36/PPARG/CD9/CES1/TXNIP/CD81/ABCA1/SREBF2/APP/TLR4",11
"GO:0051347","GO:0051347","positive regulation of transferase activity","37/1320","263/18805",0.140684410646388,2.00421995621615,4.50617134967761,4.02599352484587e-05,0.000921583989390252,0.000656162804282375,"LEP/ADIPOQ/CD24/RGCC/MMD/GHR/ITGB1BP1/ANGPT1/EZH2/SASH1/CDC14B/PCNA/IGF1/PTEN/EGFR/FGF2/LTF/DDR2/S100A12/PLAAT4/CALM1/FLT1/TCIM/AGTR1/PINK1/TLR4/MAP3K7/CAMK1/TOM1L1/RFC4/ECT2/CDC20/MAP2K7/FGFR1/ITGB3/ADAM17/NEDD9",37
"GO:0031647","GO:0031647","regulation of protein stability","49/1320","386/18805",0.126943005181347,1.8084569791176,4.40957578946449,4.03440201363973e-05,0.000921583989390252,0.000656162804282375,"ATP1B1/STX12/TF/PLPP3/SOX4/GSN/MSX1/PARVA/PEX19/CLU/IGF1/PTEN/XBP1/STXBP1/CRTAP/CRYAB/USP27X/AURKA/CCT2/CCT6A/ASPH/CCNH/CD81/LMNA/URI1/BCL2/CCT3/CREBL2/RTN4/TTI2/SEPTIN8/SMAD7/PINK1/LAMP2/SH3GLB1/ANK2/WFS1/GTPBP4/CHP1/TRIM24/NDC80/PIK3R1/LSS/CSNK2A1/DPM2/PPIB/BMP2/FAM107A/CCT5",49
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","15/1320","66/18805",0.227272727272727,3.23777548209366,5.00373777380801,4.0719622160015e-05,0.000926530465164403,0.000659684668217348,"TACSTD2/KANK1/ITGB1BP1/DLC1/FZD4/PTEN/POSTN/COL1A1/APOD/FZD7/PIK3R1/CORO2B/MAP4K4/FAM107A/PTPRO",15
"GO:0043549","GO:0043549","regulation of kinase activity","50/1320","397/18805",0.125944584382872,1.79423326463629,4.39459939536464,4.15671346385448e-05,0.000942134471865849,0.000670794636395111,"LEP/ADIPOQ/CD24/RGCC/MMD/GHR/CDKN1C/ITGB1BP1/CDKN2C/ANGPT1/SFN/EZH2/INPP5K/IRS2/SASH1/IGF1/NPM1/PTEN/EGFR/FGF2/PPM1F/DUSP1/LTF/TRIM27/DDR2/S100A12/CALM1/FLT1/DUSP3/TCIM/PINK1/TLR4/MAP3K7/CAMK1/TOM1L1/CCNE2/GTPBP4/CHP1/ECT2/CDKN3/MAP2K7/FGFR1/ITGB3/LDB2/CDK5R2/ADAM17/HYAL2/NEDD9/KSR1/UVRAG",50
"GO:0032878","GO:0032878","regulation of establishment or maintenance of cell polarity","9/1320","26/18805",0.346153846153846,4.93138111888112,5.5115640549361,4.21147976489087e-05,0.000946652758310662,0.000674011631848929,"KANK1/GATA3/GSN/TEK/CDH5/ARFGEF1/KRIT1/ROCK2/KIF20B",9
"GO:0051224","GO:0051224","negative regulation of protein transport","22/1320","123/18805",0.178861788617886,2.54810298102981,4.73281999714849,4.21559752973204e-05,0.000946652758310662,0.000674011631848929,"ADIPOQ/CD36/ANGPT1/HADH/FOXO1/HMGCR/MDFIC/PPM1F/PTPN11/SNX3/IL12A/FRMD4A/PKIG/APOD/TXN/NR1H3/KCNB1/CHP1/SP100/CYP51A1/GNAZ/PDE8B",22
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","20/1320","106/18805",0.188679245283019,2.6879645511721,4.78835490544933,4.22540286971283e-05,0.000946652758310662,0.000674011631848929,"ADIPOQ/DDR1/EGFR/TEK/F3/TXNIP/PTPN11/CSPG4/NTRK2/DDR2/FLT1/TYRO3/APOD/EPHA3/NDRG4/FGFR1/RET/PTPN2/ITGB3/EPHB1",20
"GO:0048732","GO:0048732","gland development","55/1320","451/18805",0.121951219512195,1.73734294161123,4.35483498301465,4.32914380108517e-05,0.000966178645261346,0.000687913957502544,"PCK1/CAV1/CDKN1C/TGFBR3/CDH1/GATA3/DDR1/CEBPA/EZH2/FKBP4/CDO1/ASS1/IRS2/MSX1/SERPINF1/ACAT1/SOX9/HOXA10/PCNA/EGFR/XBP1/CCKBR/NR3C1/HIPK2/FGF2/RGN/AURKA/TGFBR2/GPX1/HNRNPD/CEBPB/HK2/SMARCC1/SLC29A1/BCL2/MDK/CITED2/PLXND1/RTN4/FOXA1/IGSF3/STAT5A/CTNNB1/ESR1/GLI2/RCBTB2/SRSF1/CRHR1/DKK3/FGFR1/IRF6/PHF2/ID2/BMP2/ARHGAP35",55
"GO:0031032","GO:0031032","actomyosin structure organization","32/1320","215/18805",0.148837209302326,2.12036645525018,4.53961372937677,4.35165074705395e-05,0.000967494870289667,0.000688851102587086,"SORBS1/TACSTD2/RGCC/FERMT2/ITGB1BP1/MYOM1/EPB41L2/KRT19/DLC1/SDC4/INPP5K/S1PR1/SYNPO/KRT8/STMN1/PPM1F/LPAR1/EPB41L4B/LIMCH1/MYH10/NEBL/S100A10/VPS4A/CD47/ZEB2/PIK3R1/CORO2B/ECT2/RAPGEF3/PTGER4/MYL9/ROCK2",32
"GO:0003014","GO:0003014","renal system process","23/1320","132/18805",0.174242424242424,2.48229453627181,4.69562810477972,4.37333432144064e-05,0.000968165898981956,0.000689328871378163,"ADIPOQ/HBB/AKR1C3/MCAM/EDNRB/ADM/NPR3/GSN/INPP5K/AQP3/PCSK5/JCHAIN/BCL2/AQP1/NPR1/MAGED2/AGTR1/ADGRF5/ADCY6/WFS1/CORO2B/HYAL2/PTPRO",23
"GO:0060986","GO:0060986","endocrine hormone secretion","14/1320","59/18805",0.23728813559322,3.38045711350796,5.03166049111945,4.38791068379805e-05,0.000968165898981956,0.000689328871378163,"LEP/PPARG/GATA3/FZD4/C1QTNF1/PTPN11/DAB2/AQP1/AGTR1/CRY1/CRHR1/FGFR1/SPP1/INHBA",14
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","12/1320","45/18805",0.266666666666667,3.7989898989899,5.16500135261696,4.45400211633773e-05,0.000979040087836502,0.000697071234890592,"LPL/CD36/PPARG/CD9/CES1/TXNIP/CD81/ABCA1/SREBF2/APP/TLR4/ADAM17",12
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","18/1320","90/18805",0.2,2.84924242424242,4.83169437739995,4.52381187584257e-05,0.000990646773563269,0.000705335132204975,"CAV1/IGF1/EGFR/FN1/MYB/CCNA2/MIF/PAWR/DDR2/AQP1/DHX9/DACH1/KMT2A/CD248/CTNNB1/ESR1/CDK4/ITGB3",18
"GO:0042572","GO:0042572","retinol metabolic process","13/1320","52/18805",0.25,3.56155303030303,5.08216680018055,4.54563633750199e-05,0.000991697815204086,0.000706083468155248,"RBP4/ADH1B/AKR1C3/RETSAT/DHRS3/ADH1C/RDH11/ALDH1A1/DGAT1/LIPE/RDH5/PNPLA2/CYP3A4",13
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","36/1320","255/18805",0.141176470588235,2.01122994652406,4.46711696597189,4.72345728925839e-05,0.00102664696678844,0.000730967074614221,"ANGPT1/GATA3/TFAP2A/PRKCI/CLU/TMBIM1/NR3C1/HIPK2/GBE1/FGF2/STXBP1/MYB/RAD21/NTRK2/CEBPB/GCH1/BCL2/TOX3/ITGA1/MDK/CDC34/PLXND1/FZD1/APP/TYRO3/PINK1/CTNNB1/KCNB1/SET/TFAP2B/WFS1/EGR1/GCLC/IL6ST/MAP2K7/NONO",36
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","22/1320","124/18805",0.17741935483871,2.52755376344086,4.68906826529299,4.79064282594937e-05,0.00103737897625112,0.000738608207170437,"ACACB/LEP/ADIPOQ/PCK1/ETFB/ACADL/ACAA2/HADH/FAH/IRS2/ECHS1/ACAT1/ETFDH/TWIST1/PCCA/ABCD4/PEX7/ECH1/LPIN1/ECHDC1/ACOX1/ABCD2",22
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","20/1320","107/18805",0.186915887850467,2.66284338714245,4.73941705798089,4.85903903103784e-05,0.00104829267984428,0.000746378704962538,"TACSTD2/RGCC/FERMT2/ITGB1BP1/DLC1/SDC4/INPP5K/S1PR1/SYNPO/STMN1/PPM1F/LPAR1/LIMCH1/S100A10/CD47/PIK3R1/CORO2B/RAPGEF3/PTGER4/ROCK2",20
"GO:0050994","GO:0050994","regulation of lipid catabolic process","15/1320","67/18805",0.223880597014925,3.18945047489824,4.93276219043606,4.90989143850352e-05,0.00105147491284129,0.000748644437604639,"ACACB/CIDEC/PDE3B/RARRES2/CIDEA/IRS2/ABHD5/TWIST1/AADAC/IDH1/APOC1/PNPLA2/CRTC3/SORL1/ABCD2",15
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","15/1320","67/18805",0.223880597014925,3.18945047489824,4.93276219043606,4.90989143850352e-05,0.00105147491284129,0.000748644437604639,"PPARG/GATA3/KLF4/JUN/EGFR/NR3C1/FGF2/SMARCA4/MYB/FOS/SMAD6/SREBF2/FOXA1/EGR1/BMP2",15
"GO:0040013","GO:0040013","negative regulation of locomotion","52/1320","421/18805",0.123515439429929,1.75962715036349,4.33112571329934,4.95674638016566e-05,0.00105762079357015,0.000753020271365055,"ADIPOQ/TACSTD2/PPARG/RGCC/KANK1/ITGB1BP1/TGFBR3/CDH1/GATA3/DLC1/KLF4/SPINT2/STK26/PTPRK/SERPINF1/MEOX2/ZMYND8/PTEN/ABHD6/FGF2/RGN/MITF/DUSP1/MIF/DLG5/ATP2B4/RRAS/BCL2/CLDN5/CITED2/LIMCH1/DUSP3/DCN/DACH1/PTPRR/SMAD7/APOD/KRIT1/SINHCAF/GTPBP4/ZEB2/SP100/RECK/PTPRM/IGFBP3/NDRG4/HRG/PTPN2/PTGER4/HYAL2/NEDD9/PTPRO",52
"GO:0010565","GO:0010565","regulation of ketone metabolic process","24/1320","142/18805",0.169014084507042,2.4078104993598,4.6267593631725,5.0170302396933e-05,0.00106269822349867,0.000756635373948004,"ACACB/ADIPOQ/PPARG/CAV1/AKR1C3/ACADL/ADM/FMO2/IRS2/FABP5/CES1/SOX9/RGN/DAB2/TWIST1/WDTC1/NR1H3/APOC1/ELOVL5/KAT2B/EGR1/DKK3/BMP2/ABCD2",24
"GO:0050792","GO:0050792","regulation of viral process","24/1320","142/18805",0.169014084507042,2.4078104993598,4.6267593631725,5.0170302396933e-05,0.00106269822349867,0.000756635373948004,"CXCR4/INPP5K/LGALS1/IFIH1/MDFIC/TNIP1/SRPK1/LTF/TRIM27/STOM/TRIM8/BCL2/DHX9/DYNLT1/TYRO3/TOP2A/ISG15/VPS4A/SP100/TRIM14/ZFP36/STAT1/TRIM31/RAB7A",24
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","46/1320","358/18805",0.128491620111732,1.83051887590994,4.35920622885484,5.10377851461297e-05,0.00107715615389929,0.00076692934201278,"FHL1/RGCC/CDKN1C/CDKN2C/KLF4/EZH2/RRM2/FOXN3/CDC14B/ANXA1/STIL/KANK2/PTEN/EGFR/CDK1/SMARCA4/PSME2/AURKA/DUSP1/ZWINT/UBD/CCNH/DTL/IER3/RAD21/ADAMTS1/DDR2/SMARCC1/BCL2/BUB1B/CENPF/APP/BUB3/JADE1/VPS4A/CDK4/WEE1/CCNE2/NDC80/CDC7/CDC20/KLF11/ID2/FAM107A/INHBA/ADAM17",46
"GO:0055094","GO:0055094","response to lipoprotein particle","11/1320","39/18805",0.282051282051282,4.01816239316239,5.18403970858785,5.24433937322278e-05,0.00110282587902609,0.000785206047140329,"LPL/CD36/PPARG/CD9/CES1/TXNIP/CD81/ABCA1/SREBF2/APP/TLR4",11
"GO:0036006","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","14/1320","60/18805",0.233333333333333,3.32411616161616,4.95415969871039,5.3574734954277e-05,0.0011185406132927,0.000796394852744205,"PDE2A/DDR1/EGFR/TEK/NTRK2/DDR2/FLT1/TYRO3/TLR4/EPHA3/FGFR1/RET/PTPN2/EPHB1",14
"GO:0046324","GO:0046324","regulation of D-glucose import","14/1320","60/18805",0.233333333333333,3.32411616161616,4.95415969871039,5.3574734954277e-05,0.0011185406132927,0.000796394852744205,"LEP/ADIPOQ/SORBS1/PRKCI/PID1/RHOQ/IRS2/IGF1/PTPN11/GPC3/HK2/CREBL2/PEA15/PIK3R1",14
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process","7/1320","16/18805",0.4375,6.2327178030303,5.75326980056067,5.37811786995142e-05,0.00111884059258811,0.000796608436376263,"ACACB/PCK1/ACO1/ASS1/IDH2/CS/IDH1",7
"GO:1990748","GO:1990748","cellular detoxification","22/1320","125/18805",0.176,2.50733333333333,4.64574258487445,5.43482859365688e-05,0.00112661482412994,0.000802143647087774,"CD36/HBA1/HBB/GPX3/CAT/HBG2/GPX4/PRDX6/HBA2/PXDN/RDH11/ALDH1A1/GPX1/MTARC1/ABCB6/GCH1/FBLN5/ADH5/NNT/TXN/DUOX2/ESD",22
"GO:0140353","GO:0140353","lipid export from cell","13/1320","53/18805",0.245283018867925,3.49435391652373,4.99633420268309,5.63956121962441e-05,0.00116175845056585,0.000827165718586752,"LEP/FZD4/C1QTNF1/PTPN11/MYB/PLA2G4A/MIF/DAB2/AGTR1/CRY1/CRHR1/SPP1/INHBA",13
"GO:0010463","GO:0010463","mesenchymal cell proliferation","12/1320","46/18805",0.260869565217391,3.71640316205534,5.06812794377805,5.64425135639716e-05,0.00116175845056585,0.000827165718586752,"IRS2/MSX1/SOX9/GPC3/TGFBR2/LMNA/CTNNB1/ZEB1/FGFR1/STAT1/BMP2/SYNE1",12
"GO:0001657","GO:0001657","ureteric bud development","19/1320","100/18805",0.19,2.7067803030303,4.7019503028124,5.89846695577834e-05,0.00120556386025996,0.000858354932807633,"EPCAM/TACSTD2/CAT/SDC1/GATA3/SDC4/SOX9/FGF2/GPC3/SMAD6/BCL2/SMAD7/CTNNB1/SPRY1/CALB1/FGFR1/RET/BMP2/SMAD5",19
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","19/1320","100/18805",0.19,2.7067803030303,4.7019503028124,5.89846695577834e-05,0.00120556386025996,0.000858354932807633,"PCK1/MTHFD1/ASS1/ASPA/ME1/MTHFD2/IDH2/ALDH1L1/GOT2/SUCLA2/ME3/ALDH5A1/IDH1/MDH1/OAT/GCLC/SUCLG2/KYNU/DLD",19
"GO:0032970","GO:0032970","regulation of actin filament-based process","49/1320","392/18805",0.125,1.78077651515152,4.29226737434792,5.9859202650464e-05,0.00121916033370263,0.000868035548188546,"BIN1/TACSTD2/RGCC/WASF3/CAV1/KANK1/FERMT2/DSP/ITGB1BP1/SPTBN1/DLC1/ATP1A2/SDC4/RHOQ/GSN/INPP5K/S1PR1/SYNPO/STMN1/KANK2/PPM1F/ARFGEF1/TRIM27/EPS8/LPAR1/LIMCH1/S100A10/ADD1/SRI/ANK2/CD47/SPTAN1/ZEB2/CYRIA/PIK3R1/CORO2B/ECT2/EPHA3/CELSR1/HRG/ITGB3/DIXDC1/RAPGEF3/FAM107A/PTGER4/RGS4/ARHGAP35/NEDD9/ROCK2",49
"GO:2000146","GO:2000146","negative regulation of cell motility","50/1320","403/18805",0.124069478908189,1.76752011429431,4.27946071762927,6.12638373706076e-05,0.00124342108949056,0.000885309074785234,"ADIPOQ/TACSTD2/PPARG/RGCC/KANK1/ITGB1BP1/TGFBR3/CDH1/GATA3/DLC1/KLF4/SPINT2/STK26/PTPRK/SERPINF1/MEOX2/ZMYND8/PTEN/ABHD6/FGF2/RGN/MITF/DUSP1/MIF/DLG5/ATP2B4/RRAS/BCL2/CLDN5/CITED2/LIMCH1/DUSP3/DCN/DACH1/PTPRR/SMAD7/APOD/KRIT1/SINHCAF/GTPBP4/ZEB2/SP100/RECK/PTPRM/IGFBP3/NDRG4/HRG/PTGER4/HYAL2/NEDD9",50
"GO:0097237","GO:0097237","cellular response to toxic substance","23/1320","135/18805",0.17037037037037,2.42713243546577,4.57233740426045,6.28340099380352e-05,0.00127086148572588,0.000904846488142758,"CD36/HBA1/HBB/GPX3/CAT/HBG2/GPX4/PRDX6/HBA2/PXDN/RDH11/ALDH1A1/GPX1/MTARC1/ABCB6/GCH1/FBLN5/ADH5/NNT/PINK1/TXN/DUOX2/ESD",23
"GO:0042306","GO:0042306","regulation of protein import into nucleus","14/1320","61/18805",0.229508196721311,3.26962245404868,4.87827936701508,6.50897755871904e-05,0.0013119305979079,0.00093408747336926,"LEP/CD36/ANGPT1/CDH1/CDK1/XBP1/MDFIC/RAN/PKIG/APOD/CHP1/PIK3R1/ECT2/HYAL2",14
"GO:0072163","GO:0072163","mesonephric epithelium development","19/1320","101/18805",0.188118811881188,2.6799804980498,4.6513278162662,6.79426601824923e-05,0.00136002060330934,0.000968327296505768,"EPCAM/TACSTD2/CAT/SDC1/GATA3/SDC4/SOX9/FGF2/GPC3/SMAD6/BCL2/SMAD7/CTNNB1/SPRY1/CALB1/FGFR1/RET/BMP2/SMAD5",19
"GO:0072164","GO:0072164","mesonephric tubule development","19/1320","101/18805",0.188118811881188,2.6799804980498,4.6513278162662,6.79426601824923e-05,0.00136002060330934,0.000968327296505768,"EPCAM/TACSTD2/CAT/SDC1/GATA3/SDC4/SOX9/FGF2/GPC3/SMAD6/BCL2/SMAD7/CTNNB1/SPRY1/CALB1/FGFR1/RET/BMP2/SMAD5",19
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","13/1320","54/18805",0.240740740740741,3.42964365881033,4.91254469255577,6.95509769201004e-05,0.00138744671424515,0.000987854538807482,"IGF1/EGFR/FN1/MYB/CCNA2/MIF/DDR2/AQP1/DHX9/CD248/ESR1/CDK4/ITGB3",13
"GO:1903531","GO:1903531","negative regulation of secretion by cell","25/1320","154/18805",0.162337662337662,2.31269677292405,4.49420610658895,7.00340804794238e-05,0.00139231576379742,0.000991321275692221,"LEP/ADIPOQ/HADH/FOXO1/ANXA1/HMGCR/VAMP8/PTPN11/IL12A/ATP9A/FRMD4A/P2RY1/ASIC1/NR1H3/KCNB1/VAMP3/ABAT/CRY1/CYP51A1/RAB33B/GNAZ/INHBA/TNFRSF1B/PDE8B/RAB7A",25
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","23/1320","136/18805",0.169117647058824,2.40928587344029,4.53197278791037,7.06874057042992e-05,0.00139577673975438,0.000993785471810665,"RGCC/RRM2/ANXA1/STIL/EGFR/CDK1/PTPN11/AURKA/DTL/ADAMTS1/DDR2/HSF1/DUSP3/FOXA1/APP/TAL1/CDK4/CCNE2/ASNS/CDC7/CDC20/FGFR1/ADAM17",23
"GO:0051384","GO:0051384","response to glucocorticoid","23/1320","136/18805",0.169117647058824,2.40928587344029,4.53197278791037,7.06874057042992e-05,0.00139577673975438,0.000993785471810665,"ADIPOQ/PCK1/GHR/SDC1/FOSB/ADM/CDO1/ASS1/SERPINF1/SLIT3/ANXA1/PCNA/EGFR/NR3C1/ALAD/FOS/BCL2/AQP1/CBX3/KLF9/ZFP36/IL22/FAM107A",23
"GO:1904377","GO:1904377","positive regulation of protein localization to cell periphery","16/1320","77/18805",0.207792207792208,2.96025186934278,4.73577223999526,7.29545160971672e-05,0.00143124380631846,0.00101903783092744,"SORBS1/SPTBN1/EPB41L2/PRKCI/GNAI1/EGFR/LGALS3/RER1/ATP2B4/AGR2/ACSL3/PIK3R1/EPHA3/GPSM2/CLIP3/EZR",16
