"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","threshold"
"201417_at",978.10151860465,961.225440697674,5.73846682287833,1.43092713311983e-07,1.66588941539342e-05,-4.3925644955704,"SOX4","Up"
"210715_s_at",943.123525581395,928.378539534884,5.73773281290569,1.43540262871039e-07,1.66588941539342e-05,-4.39260359117228,"SPINT2","Up"
"203435_s_at",-387.938720930233,574.686127906977,-5.73254859930176,1.46740703615321e-07,1.69420885940942e-05,-4.39287973351371,"MME","Down"
"209603_at",847.390251162791,746.686027906977,5.73014058141994,1.48251059958286e-07,1.70282390157242e-05,-4.39300800810071,"GATA3","Up"
"202071_at",611.406651162792,1045.66981395349,5.72593953223014,1.50922746156809e-07,1.72462130903188e-05,-4.39323181075898,"SDC4","Up"
"218189_s_at",445.646527906977,676.563177906977,5.72301750217393,1.52808908470738e-07,1.73726576910891e-05,-4.39338748635992,"NANS","Up"
"201325_s_at",-1235.78458139535,1510.05152325581,-5.72180721097661,1.5359692336066e-07,1.73736052956629e-05,-4.39345196889567,"EMP1","Down"
"222351_at",-580.716506976744,546.147979069767,-5.71604542671637,1.57403556554593e-07,1.77142598520505e-05,-4.39375896764235,"PPP2R1B","Down"
"202973_x_at",-1567.29051162791,2495.15520930233,-5.70491136784748,1.65024303359075e-07,1.8478575636936e-05,-4.3943523005737,"FAM13A","Down"
"213486_at",-1261.22130232558,1610.52481395349,-5.70018589040595,1.68367335051912e-07,1.87586466348088e-05,-4.394604155714,"COPG2IT1","Down"
"218032_at",-453.674372093024,1078.40653488372,-5.68920971701717,1.76391620704331e-07,1.95548979311175e-05,-4.39518923438757,"SNN","Down"
"201036_s_at",-1068.70097674419,1606.70727906977,-5.68337977821155,1.80805436379528e-07,1.97942500286082e-05,-4.39550003965728,"HADH","Down"
"202990_at",-793.965418604652,1176.50608139535,-5.68284515774058,1.81215590622271e-07,1.97942500286082e-05,-4.39552854279816,"PYGL","Down"
"209604_s_at",1499.59993023256,2064.12638372093,5.67503902803493,1.87309623006624e-07,2.0360099168081e-05,-4.39594475262191,"GATA3","Up"
"203881_s_at",-509.512374418605,826.100696511628,-5.67181181458333,1.89887503855945e-07,2.04442053463453e-05,-4.39611683751788,"DMD","Down"
"201664_at",432.139669767442,511.669862790698,5.67177346497811,1.89918346124556e-07,2.04442053463453e-05,-4.39611888248926,"SMC4","Up"
"209458_x_at",-2672.24353488372,1865.1491627907,-5.66889105137772,1.92250652370718e-07,2.05957754171957e-05,-4.39627258913898,"HBA1","Down"
"218625_at",-792.440953488372,1147.12761627907,-5.66292621523511,1.97166914644307e-07,2.10213892776033e-05,-4.39659069009204,"NRN1","Down"
"209086_x_at",-424.013939534884,636.066169767442,-5.6599103539441,1.99699454952822e-07,2.11900140700654e-05,-4.39675153525462,"MCAM","Down"
"211026_s_at",-1479.06565116279,3003.02880232558,-5.65085323758846,2.07498907634962e-07,2.19132614162553e-05,-4.39723462346146,"MGLL","Down"
"209539_at",-866.813488372093,1671.99479069767,-5.64079427383611,2.16512377379816e-07,2.27572891752568e-05,-4.39777122435479,"ARHGEF6","Down"
"201690_s_at",1292.88113953488,1657.22901162791,5.63807769054994,2.19011916243704e-07,2.29119367589599e-05,-4.39791615540287,"TPD52","Up"
"208737_at",591.22896744186,783.702530232558,5.63670216992095,2.2028833500538e-07,2.29377802286209e-05,-4.39798954224753,"ATP6V1G1","Up"
"205303_at",-439.700604651162,805.244255813953,-5.63531480062468,2.21583156227753e-07,2.29652905591769e-05,-4.39806356269536,"KCNJ8","Down"
"212134_at",-309.267790697675,619.660941860465,-5.62873855680865,2.27823212596499e-07,2.35027066957768e-05,-4.39841444530658,"PHLDB1","Down"
"201968_s_at",-1419.18430232558,2350.13601162791,-5.62696609332814,2.29534411926015e-07,2.35701165942276e-05,-4.3985090225047,"PGM1","Down"
"213397_x_at",-1235.30539534884,1808.40465116279,-5.62037343767389,2.36010805041833e-07,2.41239851777393e-05,-4.39886082131843,"RNASE4","Down"
"220327_at",-472.176623255814,678.046595348837,-5.61049819218685,2.46049278563322e-07,2.50352332156462e-05,-4.39938784451477,"VGLL3","Down"
"204170_s_at",582.722906976744,874.001872093023,5.60143957665158,2.55625976275615e-07,2.57426951118016e-05,-4.39987134511057,"CKS2","Up"
"219054_at",-813.084297674419,1075.5413627907,-5.60090844698245,2.56198712373911e-07,2.57426951118016e-05,-4.39989969570232,"NPR3","Down"
"221131_at",-120.272362790698,223.792339534884,-5.60065904724056,2.56468083957275e-07,2.57426951118016e-05,-4.39991300820434,"A4GNT","Down"
"211726_s_at",-950.318255813954,2341.42389534884,-5.57977304057497,2.80042445087728e-07,2.79426805820461e-05,-4.40102800838872,"FMO2","Down"
"211981_at",-86.0808302325581,216.758436046512,-5.57905136151345,2.80893975244731e-07,2.79426805820461e-05,-4.40106654016933,"COL4A1","Down"
"213515_x_at",-772.953048837209,847.839489534884,-5.57790783429237,2.82248468378803e-07,2.79526338705994e-05,-4.401127595856,"HBG2","Down"
"210298_x_at",-544.556888372093,401.57793255814,-5.5670872567111,2.95387131630569e-07,2.90273681820885e-05,-4.40170537156879,"FHL1","Down"
"201106_at",-1072.95974418605,1430.70077906977,-5.5657526827551,2.97048667932518e-07,2.90273681820885e-05,-4.40177663727809,"GPX4","Down"
"212875_s_at",-1507.78644186047,2293.20612790698,-5.56517305719047,2.97773154816261e-07,2.90273681820885e-05,-4.40180758936958,"C2CD2","Down"
"212653_s_at",-970.835581395349,1029.67025581395,-5.56448603718134,2.98634124783548e-07,2.90273681820885e-05,-4.40184427659108,"EHBP1","Down"
"206385_s_at",850.931065116279,1188.04318837209,5.56370664444764,2.99613816895407e-07,2.90273681820885e-05,-4.40188589689175,"ANK3","Up"
"213518_at",369.768404651163,502.076758139535,5.5530707425572,3.13302834805785e-07,3.02221950994689e-05,-4.40245389823177,"PRKCI","Up"
"200895_s_at",776.431604651163,1044.97989534884,5.5490749977605,3.18602794285773e-07,3.06009744184047e-05,-4.40266730369857,"FKBP4","Up"
"212282_at",775.81323255814,813.002802325581,5.54554603895952,3.23356774516585e-07,3.09242875817728e-05,-4.40285578607701,"TMEM97","Up"
"218031_s_at",-323.921509302326,294.862219767442,-5.54262808538608,3.27340215024835e-07,3.11714615871726e-05,-4.40301163949407,"FOXN3","Down"
"219093_at",-524.242653488372,567.771277906977,-5.53669185387633,3.35593394113161e-07,3.18213940469088e-05,-4.40332871838243,"PID1","Down"
"204154_at",-778.131697674419,1346.57096511628,-5.52791643659806,3.48169543413022e-07,3.28739912536965e-05,-4.40379748229666,"CDO1","Down"
"212122_at",-362.224088372093,399.276088372093,-5.52031046065388,3.59443324596294e-07,3.37225441718017e-05,-4.4042038071042,"RHOQ","Down"
"37117_at",329.875597674419,404.079854651163,5.51981942330931,3.60183346626972e-07,3.37225441718017e-05,-4.40423004012132,"ARHGAP8","Up"
"203814_s_at",-656.393697674419,1059.54843023256,-5.51572700662053,3.66409331083565e-07,3.41619210231593e-05,-4.40444867630897,"NQO2","Down"
"201324_at",-1401.72913953488,2192.4146627907,-5.51161530235011,3.72771050776702e-07,3.46102388519052e-05,-4.40466835047783,"EMP1","Down"
"201596_x_at",1414.9306627907,1050.14024302326,5.48686499168625,4.13420799816136e-07,3.82251273124604e-05,-4.40599082364999,"KRT18","Up"
"207076_s_at",-1548.98376744186,2870.04351162791,-5.48092041379516,4.23814552576554e-07,3.90242135333196e-05,-4.40630849322031,"ASS1","Down"
"205608_s_at",-609.74346511628,1383.32512790698,-5.47837608196533,4.28341161366392e-07,3.92787082252153e-05,-4.40644446247217,"ANGPT1","Down"
"202157_s_at",-1137.85930232558,1853.50476744186,-5.47406259748216,4.36123919481635e-07,3.98099919099577e-05,-4.40667498048518,"CELF2","Down"
"202202_s_at",-1202.27725581395,1935.30239534884,-5.47319388689449,4.37708029347019e-07,3.98099919099577e-05,-4.40672140623264,"LAMA4","Down"
"204537_s_at",-320.391395348837,621.737697674419,-5.47034133807189,4.42949526266925e-07,4.01229442837638e-05,-4.40687385429594,"GABRE","Down"
"203002_at",-692.084767441861,1484.77947674419,-5.4689829653052,4.45467110997073e-07,4.0187626049991e-05,-4.4069464504162,"AMOTL2","Down"
"201885_s_at",-951.349813953488,1914.3053255814,-5.46153561539438,4.59521482944896e-07,4.128837582444e-05,-4.40734447288113,"CYB5R3","Down"
"45297_at",-589.346674418604,910.273779069767,-5.46030088109763,4.61893309632082e-07,4.13348137290429e-05,-4.40741046472157,"EHD2","Down"
"200696_s_at",-1770.36397674419,2693.91661627907,-5.45648829087795,4.69293069400986e-07,4.18290298618487e-05,-4.40761423599886,"GSN","Down"
"201242_s_at",1009.51476744186,1276.23040697674,5.45228197302374,4.77592010809377e-07,4.23991345691846e-05,-4.40783905569758,"ATP1B1","Up"
"202782_s_at",-515.801790697674,1114.17259302326,-5.444441067916,4.93448062090838e-07,4.36329490776593e-05,-4.40825815018706,"INPP5K","Down"
"203917_at",707.796720930233,756.037895348837,5.43887771797856,5.05010502474891e-07,4.44788499076996e-05,-4.40855551957849,"CXADR","Up"
"205005_s_at",-366.806651162791,725.042162790698,-5.43176909685554,5.20171973152836e-07,4.56338270778136e-05,-4.40893549688699,"NMT2","Down"
"212457_at",-497.439127906976,660.61086627907,-5.42860812136324,5.27056390610626e-07,4.60564609881435e-05,-4.40910446427163,"TFE3","Down"
"202862_at",-540.637279069768,719.547639534884,-5.41826363699839,5.50216849538537e-07,4.78925080401064e-05,-4.40965743483734,"FAH","Down"
"214212_x_at",-247.890027906977,327.304765116279,-5.41656756625937,5.54108300267912e-07,4.80435613029957e-05,-4.40974810129105,"FERMT2","Down"
"208789_at",-1544.51462790698,1852.66175581395,-5.41182186552388,5.65140813173045e-07,4.88102044183526e-05,-4.41000179383222,"CAVIN1","Down"
"204419_x_at",-626.17321627907,545.304668604651,-5.40691454662213,5.76775597270632e-07,4.95354653734357e-05,-4.41026413004453,"HBG2","Down"
"208651_x_at",1310.53611627907,1778.94884883721,5.40641037792702,5.7798415819653e-07,4.95354653734357e-05,-4.41029108218992,"CD24","Up"
"209185_s_at",-1278.44623255814,2513.85262790698,-5.3908311442989,6.16578722493738e-07,5.26407037292259e-05,-4.41112394354314,"IRS2","Down"
"203215_s_at",232.164495348837,214.89551744186,5.37893311379668,6.47745287397281e-07,5.50904894621131e-05,-4.41176002754379,"MYO6","Up"
"212119_at",-1511.81602325581,2479.46563953488,-5.35780797302038,7.06931778648697e-07,5.98956685309084e-05,-4.41288942900511,"RHOQ","Down"
"202760_s_at",-1106.12237209302,1804.27820930233,-5.34795067670104,7.36332623697156e-07,6.21503782342565e-05,-4.41341642862747,"PALM2AKAP2","Down"
"221024_s_at",901.07804883721,894.632161627907,5.34196829854775,7.54756886356053e-07,6.34650856553658e-05,-4.41373626368071,"SLC2A10","Up"
"205932_s_at",-354.301397674419,457.002012790698,-5.33919705818104,7.63444036167415e-07,6.39542235260095e-05,-4.41388442185347,"MSX1","Down"
"218175_at",-366.315255813954,370.920860465116,-5.32768029927147,8.00608071917247e-07,6.68162908858877e-05,-4.4145001362581,"CCDC92","Down"
"203476_at",695.124511627907,1387.23820930233,5.31975382309416,8.27210529155324e-07,6.82937986215561e-05,-4.41492390050432,"TPBG","Up"
"201135_at",-1101.17169534884,1573.82582674419,-5.3193246035763,8.28675515774185e-07,6.82937986215561e-05,-4.41494684723827,"ECHS1","Down"
"204389_at",-473.90588372093,686.090244186047,-5.3193108853446,8.28722379929885e-07,6.82937986215561e-05,-4.41494758063571,"MAOA","Down"
"213236_at",-577.624186046512,740.238813953488,-5.3187702801648,8.30571261788884e-07,6.82937986215561e-05,-4.41497648219404,"SASH1","Down"
"218651_s_at",-420.849418604652,1025.70840697674,-5.31672895987303,8.37589138476698e-07,6.86176425466039e-05,-4.41508561397603,"LARP6","Down"
"218499_at",569.071581395349,1054.63895348837,5.30946400947463,8.63039919056291e-07,7.02338576803875e-05,-4.41547400476607,"STK26","Up"
"221521_s_at",360.435434883721,374.904194186047,5.30930047226572,8.63621460504698e-07,7.02338576803875e-05,-4.41548274754561,"GINS2","Up"
"203038_at",727.623860465116,1601.98976744186,5.30322566846365,8.85497711292507e-07,7.17510745481125e-05,-4.41580750721208,"PTPRK","Up"
"202112_at",-885.139555813953,1106.75926860465,-5.29432945505766,9.18517076856178e-07,7.41569421144428e-05,-4.41628309059559,"VWF","Down"
"202982_s_at",-454.243186046512,372.003744186047,-5.29213059989209,9.26862516844646e-07,7.45605684579395e-05,-4.41640063749525,"ACOT2","Down"
"203516_at",-339.264093023256,782.251093023256,-5.28826124849787,9.41728800800783e-07,7.53616949041849e-05,-4.4166074841909,"SNTA1","Down"
"209487_at",-774.651488372093,1065.19507209302,-5.2875910537035,9.44327353489019e-07,7.53616949041849e-05,-4.41664331100999,"RBPMS","Down"
"207057_at",-484.232604651163,828.943488372093,-5.28691200460397,9.46967399953855e-07,7.53616949041849e-05,-4.41667961107436,"SLC16A7","Down"
"211922_s_at",-791.915744186046,715.1005,-5.28154117292036,9.6810471116275e-07,7.67696700314575e-05,-4.41696671768649,"CAT","Down"
"205022_s_at",-206.767772093023,196.373648837209,-5.27712469471278,9.85831735713356e-07,7.78088367212587e-05,-4.41720280353758,"FOXN3","Down"
"209803_s_at",244.185627906977,318.417802325581,5.27654233511313,9.88192828259939e-07,7.78088367212587e-05,-4.41723393366724,"PHLDA2","Up"
"202283_at",-1307.70532790698,1558.28226627907,-5.27089835798456,1.01136434818157e-06,7.93529287694713e-05,-4.41753562961314,"SERPINF1","Down"
"212219_at",599.206325581396,793.975372093023,5.26876047657933,1.02027973105935e-06,7.97715552533175e-05,-4.41764990712048,"PSME4","Up"
"205412_at",-1358.3831627907,1994.65348837209,-5.25586809631713,1.07569792452387e-06,8.38104085740051e-05,-4.41833902793066,"ACAT1","Down"
"210946_at",-1442.85630232558,2893.11347674419,-5.25376460378911,1.08501525294904e-06,8.42199032662429e-05,-4.41845145926589,"PLPP1","Down"
"212993_at",-248.820093023256,314.843855813953,-5.25297954130569,1.08851286364843e-06,8.42199032662429e-05,-4.41849342041606,"NACC2","Down"
"206030_at",-454.747076744186,359.803059302326,-5.24072422662283,1.1445656047253e-06,8.82503646024011e-05,-4.41914843692625,"ASPA","Down"
"202724_s_at",-689.768137209302,946.929512790698,-5.23567353964813,1.16847979768909e-06,8.97835701100209e-05,-4.41941837030218,"FOXO1","Down"
"212886_at",-303.627511627907,273.647969767442,-5.2313252277843,1.18945965083254e-06,9.10815443281836e-05,-4.41965075860098,"CCDC69","Down"
"201785_at",-1527.73895348837,2415.14136046512,-5.22697502707488,1.21081745218877e-06,9.23994701613781e-05,-4.41988324136941,"RNASE1","Down"
"221031_s_at",-1053.22793023256,1746.78277906977,-5.22455825636239,1.22284459029587e-06,9.29987918278595e-05,-4.42001239517652,"APOLD1","Down"
"202963_at",409.720395348837,564.38026744186,5.22304293657498,1.23044518996244e-06,9.32585379861671e-05,-4.42009337378053,"RFX5","Up"
"202345_s_at",-1072.55685348837,1107.03334534884,-5.21895547170153,1.25117858334382e-06,9.42922438496693e-05,-4.42031180344657,"FABP5","Down"
"203812_at",-455.841325581396,598.37138372093,-5.21868803903906,1.25254697210888e-06,9.42922438496693e-05,-4.42032609453818,"SLIT3","Down"
"204058_at",-547.350046511628,984.605720930233,-5.216942528234,1.26151438033554e-06,9.46475587104944e-05,-4.42041937063868,"ME1","Down"
"202481_at",-498.736046511628,1307.39018604651,-5.21597628046637,1.2665053801266e-06,9.47031522998695e-05,-4.4204710042041,"DHRS3","Down"
"204642_at",-768.074860465116,1262.33463953488,-5.2142470743253,1.27548560412133e-06,9.50556712930958e-05,-4.42056340721655,"S1PR1","Down"
"200844_s_at",-276.265837209302,403.194430232558,-5.20566655801108,1.32097644530936e-06,9.79704546006093e-05,-4.42102190375277,"PRDX6","Down"
"207761_s_at",-1287.32681395349,2473.34659302326,-5.20521936598097,1.32339033499903e-06,9.79704546006093e-05,-4.42104579845708,"TMT1A","Down"
"201952_at",1315.75562790698,1892.22286046512,5.20123707885534,1.34507749100433e-06,9.92462309008262e-05,-4.42125857932182,"ALCAM","Up"
"217771_at",472.332709302325,604.327575581395,5.19448054401538,1.3826711054899e-06,0.000101683367140698,-4.42161957757337,"GOLM1","Up"
"202796_at",-602.079139534884,784.000034883721,-5.19284334445627,1.39193416290628e-06,0.000101833419624426,-4.42170704925784,"SYNPO","Down"
"209616_s_at",-420.773827906977,350.18868372093,-5.19250579647056,1.3938515004914e-06,0.000101833419624426,-4.42172508349367,"CES1","Down"
"204059_s_at",-904.372255813953,1706.90577906977,-5.17751902179628,1.48163369442283e-06,0.000107892952983085,-4.42252573044412,"ME1","Down"
"213693_s_at",741.575102325581,533.750876744186,5.14402866920513,1.69779904486113e-06,0.000123231453148666,-4.42431448263049,"MUC1","Up"
"221589_s_at",-718.270511627907,1283.05909302326,-5.14078258462886,1.72032140411314e-06,0.000124244288096784,-4.42448782508492,"ALDH6A1","Down"
"201761_at",699.05894883721,1079.7913627907,5.14041292389483,1.72290468168139e-06,0.000124244288096784,-4.42450756473653,"MTHFD2","Up"
"203642_s_at",-701.146069767441,1649.42394186047,-5.13091823902488,1.79057105667285e-06,0.000128707402760777,-4.42501454584104,"COBLL1","Down"
"211946_s_at",779.716581395349,1557.78752325581,5.12401346546885,1.84140468361077e-06,0.000131877196130785,-4.42538319908319,"PRRC2C","Up"
"213675_at",-508.766581395348,1217.35747674419,-5.12314921108113,1.84786592229381e-06,0.000131877196130785,-4.42542934034598,"PARVA","Down"
"220736_at",-538.964279069767,1065.328,-5.12205463769513,1.85608086274922e-06,0.000131877196130785,-4.42548777728617,"SLC19A3","Down"
"217414_x_at",-581.129188372093,464.46673372093,-5.12175416225892,1.85834221536896e-06,0.000131877196130785,-4.42550381888941,"HBA2","Down"
"213001_at",-896.349976744185,2021.72694186047,-5.1134397770985,1.92199501526605e-06,0.000135961317222772,-4.42594767806526,"ANGPTL2","Down"
"214582_at",-864.155930232559,1700.67238372093,-5.10677117047982,1.97458384378982e-06,0.000139239404402432,-4.42630364358866,"PDE3B","Down"
"208022_s_at",-431.532772093023,770.405660465116,-5.1020765496792,2.01244664336582e-06,0.000141461667363157,-4.4265542201265,"CDC14B","Down"
"210678_s_at",-259.856586046512,376.840279069767,-5.09980193356201,2.03104603626931e-06,0.000142320122094934,-4.42667562256008,"AGPAT2","Down"
"212013_at",-733.078293023256,1073.89159767442,-5.0960360961772,2.06220899442068e-06,0.000144050793174533,-4.42687660712852,"PXDN","Down"
"209008_x_at",943.404093023256,1313.13774418605,5.08654565953814,2.14283127665396e-06,0.000148771337621325,-4.42738306893523,"KRT8","Up"
"220975_s_at",-648.032302325581,1689.24087209302,-5.08517063449163,2.15476482377516e-06,0.000148771337621325,-4.42745644208031,"C1QTNF1","Down"
"219454_at",-1288.7743255814,2095.36393023256,-5.0850442128264,2.15586526439571e-06,0.000148771337621325,-4.42746318803264,"EGFL6","Down"
